363,1,alumni,2008-08-22 00:00:00
364,1,alumni,2008-08-22 00:00:00
365,1,alumni,2008-08-22 00:00:00
366,1,alumni,2008-08-22 00:00:00
367,1,alumni,2008-08-22 00:00:00
368,1,alumni,2008-08-22 00:00:00
369,1,alumni,2008-08-22 00:00:00
370,1,alumni,2008-08-22 00:00:00
370,5,current,2008-08-22 00:00:00
371,1,alumni,2008-08-22 00:00:00
371,5,current,2008-08-22 00:00:00
372,1,alumni,2008-08-22 00:00:00
373,1,alumni,2008-08-22 00:00:00
374,1,alumni,2008-08-22 00:00:00
375,1,current,2008-08-22 00:00:00
375,5,current,2008-08-22 00:00:00
376,1,alumni,2008-08-22 00:00:00
377,1,alumni,2008-08-22 00:00:00
378,1,alumni,2008-08-22 00:00:00
379,1,alumni,2008-08-22 00:00:00
380,1,alumni,2008-08-22 00:00:00
380,5,current,2008-08-22 00:00:00
381,1,alumni,2008-08-22 00:00:00
382,1,alumni,2008-08-22 00:00:00
383,1,alumni,2008-08-22 00:00:00
383,5,current,2008-08-22 00:00:00
384,1,alumni,2008-08-22 00:00:00
385,1,alumni,2008-08-22 00:00:00
386,1,alumni,2008-08-22 00:00:00
387,1,current,2008-08-22 00:00:00
387,5,current,2008-08-22 00:00:00
388,1,alumni,2008-08-22 00:00:00
389,1,alumni,2008-08-22 00:00:00
390,1,alumni,2008-08-22 00:00:00
391,1,alumni,2008-08-22 00:00:00
392,1,alumni,2008-08-22 00:00:00
393,1,alumni,2008-08-22 00:00:00
394,1,alumni,2008-08-22 00:00:00
395,1,alumni,2008-08-22 00:00:00
396,1,alumni,2008-08-22 00:00:00
397,1,current,2008-08-22 00:00:00
397,5,current,2008-08-22 00:00:00
398,1,alumni,2008-08-22 00:00:00
399,1,alumni,2008-08-22 00:00:00
400,1,alumni,2008-08-22 00:00:00
401,1,alumni,2008-08-22 00:00:00
402,1,alumni,2008-08-22 00:00:00
403,1,alumni,2008-08-22 00:00:00
404,1,alumni,2008-08-22 00:00:00
405,1,alumni,2008-08-22 00:00:00
406,1,alumni,2008-08-22 00:00:00
407,1,alumni,2008-08-22 00:00:00
408,1,alumni,2008-08-22 00:00:00
409,1,alumni,2008-08-22 00:00:00
410,1,alumni,2008-08-22 00:00:00
411,1,alumni,2008-08-22 00:00:00
412,1,alumni,2008-08-22 00:00:00
413,1,alumni,2008-08-22 00:00:00
414,1,alumni,2008-08-22 00:00:00
415,1,alumni,2008-08-22 00:00:00
416,1,alumni,2008-08-22 00:00:00
419,1,current,2008-08-22 00:00:00
419,5,current,2008-08-22 00:00:00
420,1,alumni,2008-08-22 00:00:00
421,1,alumni,2008-08-22 00:00:00
422,1,current,2008-08-22 00:00:00
422,5,current,2008-08-22 00:00:00
423,1,alumni,2008-08-22 00:00:00
423,5,current,2008-08-22 00:00:00
424,1,alumni,2008-08-22 00:00:00
425,1,alumni,2008-08-22 00:00:00
426,1,alumni,2008-08-22 00:00:00
427,1,alumni,2008-08-22 00:00:00
428,1,alumni,2008-08-22 00:00:00
429,1,alumni,2008-08-22 00:00:00
430,1,alumni,2008-08-22 00:00:00
431,1,alumni,2008-08-22 00:00:00
432,1,alumni,2008-08-22 00:00:00
433,1,alumni,2008-08-22 00:00:00
434,1,alumni,2008-08-22 00:00:00
435,1,alumni,2008-08-22 00:00:00
436,1,current,2008-08-22 00:00:00
436,5,current,2008-08-22 00:00:00
437,1,alumni,2008-08-22 00:00:00
438,1,alumni,2008-08-22 00:00:00
439,1,current,2008-08-22 00:00:00
440,1,alumni,2008-08-22 00:00:00
441,1,current,2008-08-22 00:00:00
442,1,current,2008-08-22 00:00:00
442,5,current,2008-08-22 00:00:00
443,1,current,2008-08-22 00:00:00
444,1,current,2008-08-22 00:00:00
445,1,alumni,2008-08-22 00:00:00
446,1,alumni,2008-08-22 00:00:00
447,1,alumni,2008-08-22 00:00:00
448,1,alumni,2008-08-22 00:00:00
449,1,current,2008-08-22 00:00:00
450,1,alumni,2008-08-22 00:00:00
451,1,current,2008-08-22 00:00:00
452,1,alumni,2008-08-22 00:00:00
453,1,alumni,2008-08-22 00:00:00
454,1,alumni,2008-08-22 00:00:00
455,1,current,2008-08-22 00:00:00
456,1,alumni,2008-08-22 00:00:00
457,1,alumni,2008-08-22 00:00:00
458,1,alumni,2008-08-22 00:00:00
459,1,alumni,2008-08-22 00:00:00
460,1,alumni,2008-08-22 00:00:00
525,1,current,2008-08-22 00:00:00
525,5,current,2008-08-22 00:00:00
526,1,alumni,2008-08-22 00:00:00
527,1,alumni,2008-08-22 00:00:00
528,1,alumni,2008-08-22 00:00:00
529,1,alumni,2008-08-22 00:00:00
530,1,alumni,2008-08-22 00:00:00
531,1,alumni,2008-08-22 00:00:00
532,1,alumni,2008-08-22 00:00:00
533,1,alumni,2008-08-22 00:00:00
534,1,alumni,2008-08-22 00:00:00
535,1,alumni,2008-08-22 00:00:00
536,1,alumni,2008-08-22 00:00:00
537,1,alumni,2008-08-22 00:00:00
538,1,alumni,2008-08-22 00:00:00
539,1,alumni,2008-08-22 00:00:00
540,1,alumni,2008-08-22 00:00:00
541,1,alumni,2008-08-22 00:00:00
542,1,alumni,2008-08-22 00:00:00
543,1,alumni,2008-08-22 00:00:00
544,1,alumni,2008-08-22 00:00:00
545,1,alumni,2008-08-22 00:00:00
546,1,alumni,2008-08-22 00:00:00
547,1,alumni,2008-08-22 00:00:00
548,1,current,2008-08-22 00:00:00
549,1,alumni,2008-08-22 00:00:00
550,1,alumni,2008-08-22 00:00:00
551,1,current,2008-08-22 00:00:00
551,5,current,2008-08-22 00:00:00
552,1,alumni,2008-08-22 00:00:00
553,1,alumni,2008-08-22 00:00:00
554,1,current,2008-08-22 00:00:00
555,1,alumni,2008-08-22 00:00:00
556,1,alumni,2008-08-22 00:00:00
557,1,alumni,2008-08-22 00:00:00
558,1,alumni,2008-08-22 00:00:00
559,1,alumni,2008-08-22 00:00:00
560,1,alumni,2008-08-22 00:00:00
561,1,alumni,2008-08-22 00:00:00
562,1,current,2008-08-22 00:00:00
563,1,alumni,2008-08-22 00:00:00
564,1,alumni,2008-08-22 00:00:00
565,1,alumni,2008-08-22 00:00:00
566,1,alumni,2008-08-22 00:00:00
567,1,alumni,2008-08-22 00:00:00
568,1,alumni,2008-08-22 00:00:00
569,1,alumni,2008-08-22 00:00:00
570,1,alumni,2008-08-22 00:00:00
571,1,alumni,2008-08-22 00:00:00
571,5,current,2008-08-22 00:00:00
572,1,alumni,2008-08-22 00:00:00
573,1,alumni,2008-08-22 00:00:00
574,1,alumni,2008-08-22 00:00:00
575,1,alumni,2008-08-22 00:00:00
576,1,alumni,2008-08-22 00:00:00
576,5,current,2008-08-22 00:00:00
577,1,alumni,2008-08-22 00:00:00
578,1,alumni,2008-08-22 00:00:00
579,1,alumni,2008-08-22 00:00:00
580,1,alumni,2008-08-22 00:00:00
581,1,alumni,2008-08-22 00:00:00
582,1,alumni,2008-08-22 00:00:00
583,1,alumni,2008-08-22 00:00:00
584,1,alumni,2008-08-22 00:00:00
585,1,alumni,2008-08-22 00:00:00
586,1,alumni,2008-08-22 00:00:00
587,1,current,2008-08-22 00:00:00
588,1,alumni,2008-08-22 00:00:00
589,1,alumni,2008-08-22 00:00:00
590,1,alumni,2008-08-22 00:00:00
591,1,current,2008-08-22 00:00:00
592,1,alumni,2008-08-22 00:00:00
593,1,alumni,2008-08-22 00:00:00
594,1,current,2008-08-22 00:00:00
594,5,current,2008-08-22 00:00:00
595,1,current,2008-08-22 00:00:00
596,1,alumni,2008-08-22 00:00:00
597,1,current,2008-08-22 00:00:00
597,5,current,2008-08-22 00:00:00
598,1,current,2008-08-22 00:00:00
599,1,current,2008-08-22 00:00:00
599,5,current,2008-08-22 00:00:00
600,1,alumni,2008-08-22 00:00:00
601,1,alumni,2008-08-22 00:00:00
602,1,current,2008-08-22 00:00:00
603,1,alumni,2008-08-22 00:00:00
604,1,alumni,2008-08-22 00:00:00
605,1,alumni,2008-08-22 00:00:00
606,1,alumni,2008-08-22 00:00:00
607,1,alumni,2008-08-22 00:00:00
608,1,alumni,2008-08-22 00:00:00
609,1,alumni,2008-08-22 00:00:00
